,user_doc,type,predict,score
60,"castling is only permissible if all of the following conditions hold:
the king and rook involved in castling must not have previously moved;
there must be no pieces between the king and the rook;
the king may not currently be in check, nor may the king pass through or end up in a square that is under attack by an enemy piece (though the rook is permitted to be under attack and to pass over an attacked square);
the castling must be kingside or queenside as shown in the diagram.",True,False,2.6763871720741967
61,"==== en passant ====

when a pawn advances two squares from its original square and ends the turn adjacent to a pawn of the opponent's on the same rank, it may be captured by that pawn of the opponent's, as if it had moved only one square forward.",True,False,5.74855079288609
62,this capture is only legal on the opponent's next move immediately following the first pawn's advance.,True,False,13.148291641192388
63,"the diagrams on the right demonstrate an instance of this: if the white pawn moves from a2 to a4, the black pawn on b4 can capture it en passant, moving from b4 to a3 while the white pawn on a4 is removed from the board.",True,False,4.213279066576005
64,"==== pawn promotion ====

if a player advances a pawn to its eighth rank, the pawn is then promoted (converted) to a queen, rook, bishop, or knight of the same color at the choice of the player (a queen is usually chosen).",True,False,6.608319044218156
65,the choice is not limited to previously captured pieces.,True,False,8.449044634188924
66,"hence it is theoretically possible for a player to have up to nine queens or up to ten rooks, bishops, or knights if all of their pawns are promoted.",True,False,14.48088838972423
67,"if the desired piece is not available, the player must call the arbiter to provide the piece.",True,False,14.259975738311608
68,"=== check ===

a king is in check when it is under attack by at least one enemy piece.",True,False,13.707793173808756
69,a piece unable to move because it would place its own king in check (it is pinned against its own king) may still deliver check to the opposing player.,True,False,7.591246294186413
70,it is illegal to make a move that places or leaves one's king in check.,True,False,13.07328707868688
71,"the possible ways to get out of check are:

move the king to a square where it is not in check.",True,False,16.154883903095552
72,capture the checking piece (possibly with the king).,True,False,14.209045131291662
73,"block the check by placing a piece between the king and the opponent's threatening piece (just 2014), (polgar & truong 2005:32,103), (burgess 2009:550).if it is not possible to get out of check, the king is checkmated and the game is over (see the next section).",True,False,3.242548181688952
74,"in informal games, it is customary to announce ""check"" when making a move that puts the opponent's king in check.",True,False,8.062096960139725
75,"however, in formal competitions check is rarely announced (just 2014).",True,False,7.48242001517337
76,"=== end of the game ===


==== checkmate ====

if a player's king is placed in check and there is no legal move that player can make to escape check, then the king is said to be checkmated, the game ends, and that player loses (schiller 2003:20–21).",True,False,5.65093098682192
77,"unlike other pieces, capturing the opponent's king is not allowed.the diagram shows an example checkmate position.",True,False,8.309164898731337
78,"the white king is threatened by the black queen; the square to which the king could move is also threatened; it cannot capture the queen, because it would then be in check by the rook.",True,False,10.459541599216706
79,"==== resigning ====
either player may resign at any time, conceding the game to their opponent.",True,False,14.66053058930403
80,"a player may resign by saying it verbally or by indicating it on their score sheet in any of three ways: (1) by writing ""resigns"", (2) by circling the result of the game, or (3) by writing ""1–0"" if black resigns or ""0–1"" if white resigns (schiller 2003:21).",True,False,2.175160742662773
81,"tipping over the king also indicates resignation, but it is not frequently used and should be distinguished from accidentally knocking the king over.",True,False,4.340867363057047
82,"stopping both clocks is not an indication of resigning, since clocks can be stopped to call the arbiter.",True,False,8.378927412002698
83,"an offer of a handshake is not necessarily a resignation either, since one player could think they are agreeing to a draw (just 2014).",True,False,6.335345864847854
84,"==== dead position ====

a dead position is defined as a position where neither player can win the game by any sequence of legal moves.",True,False,12.153246235228165
85,any positions with the following pieces only are known as dead positions.,True,True,20.616905351205833
86,"the uscf rules speak of insufficient material for these positions:king against king;
king against king and bishop;
king against king and knight;
king and bishop against king and bishop, with both bishops on squares of the same color (see king and two bishops).",True,False,6.550270247016356
87,"however, insufficient material is not the only condition for a dead position.",True,False,15.318868811641421
88,there are positions where the pieces on the board would be sufficient to mate if arranged otherwise.,True,False,12.326229906815247
89,"see diagram ""example of a dead position"".",True,True,22.538639814089883
90,"==== draws ====

the game ends in a draw if any of these conditions occur:

the game is automatically a draw if the player to move is not in check and has no legal move.",True,False,10.716546774302156
91,this situation is called a stalemate.,True,True,29.860387954856463
92,an example of such a position is shown in the adjacent diagram.,True,False,10.971670993736812
93,the game is immediately drawn for a dead position.,True,True,24.339474569473946
94,both players agree to a draw after one of the players makes such an offer.,True,True,22.615737153498706
95,"the player having the move may claim a draw by declaring that one of the following conditions exists, or by declaring an intention to make a move which will bring about one of these conditions.",True,False,7.5227645225940645
96,"if the claim is proven true, the game is drawn:the same board position has occurred three times with the same player to move and all pieces having the same rights to move, including the right to castle or capture en passant (see threefold repetition rule).",True,False,5.425033996823088
97,"there has been no capture or pawn move in the last fifty moves by each player, if the last move was not a checkmate (see fifty-move rule).",True,False,14.542472790132415
98,"the game ends immediately with a draw by the intervention of the arbiter, without a draw request necessary:
when the same board position has occurred five times (see fivefold repetition rule).",True,False,6.550319601775937
99,"when the moves without capture or pawn move extend up to seventy-five (see seventy-five-move rule).at one time, if a player was able to check the opposing king continually (perpetual check) and the player indicated their intention to do so, the game was drawn.",True,False,4.0319276811033395
100,"this rule is no longer in effect; however, players will usually agree to a draw in such a situation, since either the rule on threefold repetition or the fifty-move rule will eventually be applicable (staunton 1847:21–22), (reinfeld 1954:175).",True,False,4.445399819187747
101,"==== flag-fall ====
a game played under time control will end as a loss for a player who uses up all of their allotted time, which is called flag-fall, unless the opponent cannot possibly checkmate him (see timing).",True,False,6.324490360021591
102,there are different types of time control.,True,True,30.383398096195013
103,players may have a fixed amount of time for the entire game or they may have to make a certain number of moves within a specified time.,True,False,10.993795762646872
104,"also, a small increment of time may be added for each move made.",True,True,21.680170324541944
105,"== competition rules ==
the following rules are the rules used for ""over the board"" (otb) games.",True,False,17.019941987731634
106,"they are defined by the fide laws of chess.. the fide laws of chess define the rules for standard chess, rapid chess, blitz chess and guidelines for chess960.",True,False,7.2166910661409975
107,some rules are specifically adapted for disabled players.,True,False,18.21027410030365
108,"as the rules cover otb play, they cannot be directly applied to computer chess or online chess, played on a computer device.",True,False,5.70555959067384
109,the rules for correspondence chess are defined by the iccf.,True,False,18.53833834188325
110,"=== moving the pieces ===
the movement of pieces is to be done with one hand.",True,True,24.818110365134018
111,"once the hand is taken off a piece after moving it, the move cannot be retracted unless the move is illegal.",True,False,11.239235690405517
112,"when castling, the player should first move the king with one hand and then move the rook with the same hand (schiller 2003:19–20).",True,False,16.060636558245378
113,"in the case of a pawn promotion, if the player releases the pawn on the eighth rank, the player must promote the pawn.",True,False,12.62246523275125
114,"after the pawn has moved, the player may touch any piece not on the board and the promotion is not finalized until the new piece is released on the promotion square (just 2014).",True,False,8.969283808736021
115,"=== touch-move rule ===

in serious play, if a player having the move touches a piece as if having the intention of moving it, then the player must move it if it can be legally moved.",True,False,10.142509717167359
116,"so long as the hand has not left the piece on a new square, any legal move can be made with the piece.",True,False,15.651293657450283
117,if a player touches one of the opponent's pieces then that piece must be captured if there is a legal move that does so.,True,False,13.819458484645507
118,if none of the touched pieces can be moved or captured there is no penalty (schiller 2003:19–20).,True,False,8.537919192461496
119,"when castling, the king must be the first piece touched.",True,True,24.840270158745664
120,"if the player touches the king and a rook, the player must castle with that rook if it is legal to do so.",True,True,21.39663851368806
121,"if the player completes a two-square king move without touching a rook, the player must move the correct rook accordingly if castling in that direction is legal.",True,False,7.936079341252676
122,"if a player starts to castle illegally, another legal king move must be made if possible, including castling with the other rook (schiller 2003:20).",True,False,9.405162628971308
123,"if a player moves a pawn to its eighth rank, it cannot be substituted for a different move of the pawn when the player has stopped touching it.",True,False,11.86030532534306
124,"however, the move is not complete until the promoted piece is released on that square.",True,False,14.217771144849914
125,"if a player wishes to touch a piece with the intention of adjusting its position on a square, the player must first alert the opponent of this intention by saying j'adoube or ""i adjust"".",True,False,5.910730912029237
126,"once the game has started, only the player with the move may touch the pieces on the board (schiller 2003:19–20).",True,False,14.220523329455677
127,"=== timing ===

tournament games are played under time constraints, called time controls, using a chess clock.",True,False,10.461442047425178
128,players must make their moves within the time control or forfeit the game.,True,True,24.177600762981136
129,there are different types of time controls applied.,True,False,19.732459317360604
130,"for standard chess, different periods can be defined with different fixed times (e.g.",True,False,11.163232953738344
131,"first 40 moves in 100 minutes, next 20 moves in 50 minutes, remaining moves in 15 minutes).",True,False,2.6559940299775007
132,"for rapid and blitz chess, only one period can be defined where all moves must be performed.",True,False,7.056988961237626
133,"additionally, an increment or delay per move may be defined.",True,False,8.266821414660562
134,"when a player runs out of time, this event is called flag fall.",True,False,18.360831563178582
135,"a flag fall has no consequences unless stated as observed by the arbiter, in which case the arbiter must intervene, or claimed by a player.",True,False,7.46713233071426
136,"when no flag fall is stated, and one of the following events occur, the result of the game still holds.",True,False,10.09092796593499
137,"it is of no relevance if the player runs out of time afterwards, or has already run out of time, but this was not stated:
if a player delivers a checkmate, the game is over and that player wins.",True,False,9.279140804824173
138,"if a move results in a stalemate, dead position, fivefold repetition or the seventy-five-move rule applies, the game is over and the game is drawn.",True,False,8.845127229224866
139,"if a player claims flag fall and is himself not out of time, then he wins the game if he still theoretically could checkmate the opponent; otherwise the game is a draw.the united states chess federation (uscf) rule is different.",True,False,6.353328580211894
140,"uscf rule 14e defines ""insufficient material to win on time"", that is lone king, king plus knight, king plus bishop, and king plus two knights opposed by no pawns, and there is no forced win in the final position.",True,False,3.9313591618153185
141,"hence to win on time with this material, the uscf rule requires that a win can be forced from that position, while the fide rule merely requires a win to be possible.",True,False,8.30064471796031
142,(see monika soćko rules appeal in 2008 and women's world chess championship 2008 for a famous instance of this rule.),True,False,5.367512219745711
143,"with mechanical clocks only, flag fall for both players can occur.",True,False,17.618495098489483
144,"with digital clocks, the clock indicates which flag fell first, and this information is valid.",True,False,7.033307470987995
145,"if a flag fall is stated, and as can happen with mechanical clocks only, the flag fall happened for both players, then:if it can be established which player ran out of time first, the rules apply for flag fall for one player only.",True,False,6.887991186639681
146,"otherwise, the result is a draw, unless this is a standard chess game which is not in the last period, here the play will be resumed.in the last period of a standard chess game or rapid games, if played without increment, a special set of rules applies regarding the clock, referenced as ""quickplay finishes"".",True,False,4.016453676056444
147,"these rules allow a player with under two minutes time to request an increment introduced, or request a draw based on claiming no progress or no effort, to be ruled by the arbiter.",True,False,4.845607013825102
148,"these rules have been relevant when playing with mechanical clocks, which do not allow setting an increment and are today with digital clocks of second importance only, as playing with increment is recommended.",True,False,3.08992792370458
149,"=== recording moves ===

each square of the chessboard is identified with a unique pair of a letter and a number.",True,False,4.807829377644568
150,"the vertical files are labeled a through h, from white's left (i.e.",True,False,6.578112753112141
151,the queenside) to white's right.,True,True,24.633552972241723
152,"similarly, the horizontal ranks are numbered from 1 to 8, starting from the one nearest white's side of the board.",True,False,4.914209676308077
153,"each square of the board, then, is uniquely identified by its file letter and rank number.",True,False,8.467515091548812
154,"the white king, for example, starts the game on square e1.",True,False,15.041649343849876
155,the black knight on b8 can move to a6 or c6.,True,False,7.801349239689963
156,"in formal competition, each player is obliged to record each move as it is played in a chess notation in order to settle disputes about illegal positions, overstepping time control, and making claims of draws by the fifty-move rule or repetition of position.",True,False,4.157917720517093
157,algebraic chess notation is the accepted standard for recording games today.,True,False,10.537058474500004
158,there are other systems such as iccf numeric notation for international correspondence chess and the obsolete descriptive chess notation.,True,False,5.980953731215918
159,"the current rule is that a move must be made on the board before it is written on paper or recorded with an electronic device.both players should indicate offers of a draw by writing ""="" at that move on their score sheet (schiller 2003:27).",True,False,3.5511934607942823
160,notations about the time on the clocks can be made.,True,True,41.759402636434146
161,"if a player has less than five minutes left to complete all of their moves, they are not required to record the moves (unless a delay of at least thirty seconds per move is being used).",True,False,4.435511700121009
162,the score sheet must be made available to the arbiter at all times.,True,False,12.509059131145477
163,a player may respond to an opponent's move before writing it down (schiller 2003:25–26).,True,False,14.923015912432906
164,"=== adjournment ===
see adjournment § chess.",True,True,27.242614221753563
165,"=== irregularities ===


==== illegal move ====
a player who makes an illegal move must retract that move and make a legal move.",True,False,14.851670822584444
166,"that move must be made with the same piece if possible, because the touch-move rule applies.",True,False,18.18133674774851
167,"if the illegal move was an attempt to castle, the touch-move rule applies to the king but not to the rook.",True,False,9.882443252608189
168,the arbiter should adjust the time on the clock according to the best evidence.,True,False,9.279079803773092
169,"if the mistake is only noticed later on, the game should be restarted from the position in which the error occurred.",True,False,5.116217185081919
170,some regional organizations have different rules.a player may correct an illegal move if the player has not pressed their clock.,True,False,8.637221941408121
171,"if a player has pressed their clock, the illegal move may be stated by the arbiter intervening or by the opponent claiming the illegal move.",True,False,10.199928910102484
172,"if the arbiter does not intervenes and the opponent moves, the illegal move is accepted and without penalty.according to the fide laws of chess, the first stated completed illegal move results in a time penalty.",True,False,6.315429236219832
173,"the time penalty consists of giving the opponent two minutes extra time in standard and rapid chess, one minute extra time in blitz.",True,False,6.063217027625137
174,"the second stated completed illegal move by the same player results in the loss of the game, unless the position is such that it is impossible for the opponent to win by any series of legal moves (e.g.",True,False,6.126038704737853
175,if the opponent has a bare king) in which case the game is drawn.,True,False,16.53815096541043
176,a move is completed when it has been made and the player has pressed the clock.,True,True,22.141564531887056
177,"==== illegal position ====
if it is discovered during the game that the starting position was incorrect, the game is restarted.",True,False,7.899180704584489
178,"if it is discovered during the game that the board is oriented incorrectly, the game is continued with the pieces transferred to a correctly oriented board.",True,False,6.111130235554575
179,"if the game starts with colours reversed, the game is restarted if less than 10 moves have been made by both players, otherwise the game is continued.",True,False,7.217506949453311
180,"some regional organizations have different rules.if a player knocks over pieces, it is their responsibility to restore them to their correct position on their time.",True,False,6.0750823984565825
181,"if it is discovered that an illegal move has been made, or that pieces have been displaced, the game is restored to the position before the irregularity.",True,False,9.263201719686128
182,"if that position cannot be determined, the game is restored to the last known correct position.",True,False,11.037394452614846
183,"=== conduct ===
players may not use any notes, outside sources of information (including computers), or advice from other people.",True,False,3.9310361133778966
184,analysis on another board is not permitted.,True,False,16.460153255607196
185,"scoresheets are to record objective facts about the game only, such as time on the clock or draw offers.",True,False,8.422144451597884
186,players may not leave the competition area without permission of the arbiter (schiller 2003:30–31).,True,False,9.943358755275346
187,high standards of etiquette and ethics are expected.,True,False,6.990689094577517
188,players should shake hands before and after the game.,True,True,29.760959953497995
189,"generally a player should not speak during the game, except to offer a draw, resign, or to call attention to an irregularity.",True,False,7.40534265948562
190,"an announcement of ""check"" is commonly made in informal games but is not recommended in officially sanctioned games.",True,False,5.682302647547675
191,"a player may not distract or annoy another player by any means, including repeatedly offering a draw (schiller 2003:30–31,49–52).",True,False,7.435762908837008
192,"due to increasing concerns about the use of chess engines and outside communication, mobile phone usage is banned.",True,False,2.6998891312949427
193,"the first forfeit by a high-profile player, for their phone ringing during play, occurred in 2003. in 2014 fide extended this to ban all mobile phones from the playing area during chess competitions, under penalty of forfeiture of the game or even expulsion from the tournament.",True,False,2.49953466555933
194,"however, the rules also allow for less rigid enforcement in amateur events.",True,False,5.047193922437445
195,"== equipment ==

the size of the squares of the chessboard should be approximately 1.25 to 1.3 times the diameter of the base of the king, or 50 to 65 mm.",True,False,2.949566026214197
196,squares of approximately 57 mm (​2 1⁄4 inches) normally are well-suited for pieces with the kings in the preferred size range.,True,False,2.7677132980857637
197,the darker squares are usually brown or green and the lighter squares are off-white or buff.,True,False,5.692268128307762
198,pieces of the staunton chess set design are the standard and are usually made of wood or plastic.,True,False,10.647814615879556
199,"they are often black and white; other colors may be used (like a dark wood or even red for the dark pieces) but they would still be called the ""white"" and ""black"" pieces (see white and black in chess).",True,False,6.6739255267998265
200,the height of the king should be 85 to 105 millimetres (3.35–4.13 inches).,True,False,3.210681778472324
201,a height of approximately 95 to 102 mm (​3 3⁄4–4 inches) is preferred by most players.,True,False,2.8216025917618364
202,the diameter of the king should be 40 to 50% of its height.,True,False,5.713676397289548
203,the size of the other pieces should be in proportion to the king.,True,False,17.741040962038255
204,"the pieces should be well balanced (just 2014).in games subject to time control, a chess clock is used, consisting of two adjacent clocks and buttons to stop one clock while starting the other, such that the two component clocks never run simultaneously.",True,False,3.656997036585904
205,the clock can be analog or digital though a digital clock is highly preferred under both uscf and fide rulesets.,True,False,6.742530387181502
206,this is since most tournaments now include either an increment (extra time being added prior or after the move) or delay (a countdown to when a clock starts again) to their time controls.,True,False,6.384794976615758
207,"before the start of the game, either the arbiter decides, or whoever is playing black, where the chess clock is placed.",True,False,10.979587859046738
208,"== history ==
the rules of chess have evolved much over the centuries from the early chess-like games played in india in the 6th century.",True,False,7.6995156709192765
209,for much of that time the rules have varied from area to area.,True,True,22.881194275159103
210,"the modern rules first took form in italy during the 13th century, giving more mobility to pieces that previously had more restricted movement (such as the queen and bishop).",True,False,4.810483111785554
211,"such modified rules entered into an accepted form during the late 15th century (hooper & whyld 1992:41,328) or early 16th century (ruch 2004).",True,False,3.729307352364895
212,"the basic moves of the king, rook, and knight are unchanged.",True,False,16.36588534287044
213,pawns originally did not have the option of moving two squares on their first move and promoted only to a queen if they reached the eighth rank.,True,False,7.291098407659343
214,"the queen was originally the fers or farzin, which could move one square diagonally in any direction.",True,False,6.040873593255617
215,"in european chess it became able to leap two squares diagonally, forwards, backwards, or to left or right on its first move; some areas also gave this right to a newly promoted pawn.",True,False,4.396904314389811
216,"in the persian and arabic game the bishop was a pīl (persian) or fīl (arabic) (meaning ""elephant"") which moved two squares diagonally with jump (davidson 1949:13).",True,False,2.793057326078415
217,in the middle ages the pawn could only be promoted to the equivalent of a queen (which at that time was the weakest piece) if it reached its eighth rank (davidson 1949:59–61).,True,False,4.803885839297305
218,"during the 12th century the squares on the board sometimes alternated colors, and this became the standard in the 13th century (davidson 1949:146); whence the word ""chequered""/""checkered"".",True,False,4.934192832591437
219,between 1200 and 1600 several laws emerged that drastically altered the game.,True,False,6.013287727538627
220,checkmate became a requirement to win; a player could not win by capturing all of the opponent's pieces.,True,False,14.040165519294359
221,"stalemate was added, although the outcome has changed several times (see history of the stalemate rule).",True,False,10.154760611607594
222,"pawns gained the option of moving two squares on their first move, and the en passant rule was a natural consequence of that new option.",True,False,7.341613633925579
223,the king and rook acquired the right to castle (see variations throughout history of castling for different versions of the rule).,True,False,9.535753909043343
224,"between 1475 and 1500 the queen and the bishop also acquired their current moves, which made them much stronger pieces (davidson 1949:14–17).",True,False,5.919995782000047
225,when all of these changes were accepted the game was in essentially its modern form (davidson 1949:14–17).,True,False,4.907876219257721
226,the rules for pawn promotion have changed several times.,True,True,29.571085627589905
227,"as stated above, originally the pawn could only be promoted to the queen, which at that time was a weak piece.",True,False,10.852611329063782
228,"when the queen acquired its current move and became the most powerful piece, the pawn could then be promoted to a queen or a rook, bishop, or knight.",True,False,10.141747152494448
229,"in the 18th century rules allowed only the promotion to a piece already captured, e.g.",True,False,12.199080128492794
230,the rules published in 1749 by françois-andré danican philidor.,True,False,10.451960689562515
231,"in the 19th century this restriction was lifted, which allowed for a player to have more than one queen, e.g.",True,False,8.902694701467057
232,the 1828 rules by jacob sarratt (davidson 1949:59–61).,True,False,8.344468145805553
233,"two new rules concerning draws were introduced, each of which have changed through the years:

the threefold repetition rule was added, although at some times up to six repetitions have been required, and the exact conditions have been specified more clearly (see threefold repetition#history).",True,False,3.8912723271188248
234,the fifty-move rule was also added.,True,True,23.946585649017972
235,"at various times, the number of moves required was different, such as 24, 60, 70, or 75. for several years in the 20th century, the standard fifty moves was extended to one hundred moves for a few specific endgames (see fifty-move rule's history).another group of new laws included (1) the touch-move rule and the accompanying ""j'adoube/adjust"" rule; (2) that white moves first (in 1889); (3) the orientation of the board; (4) the procedure if an illegal move was made; (5) the procedure if the king had been left in check for some moves; and (6) issues regarding the behavior of players and spectators.",True,False,1.294812817411992
236,the staunton chess set was introduced in 1849 and it became the standard style of pieces.,True,False,10.296012664379052
237,"the size of pieces and squares of the board was standardized (hooper & whyld 1992:220–21, laws, history of).",True,False,8.455877110193505
238,"until the middle of the 19th century, chess games were played without any time limit.",True,False,14.727163853127779
239,"in an 1834 match between alexander mcdonnell and louis-charles mahé de la bourdonnais, mcdonnell took an inordinate amount of time to move, sometimes up to 1½ hours.",True,False,1.439481524077407
240,"in 1836 pierre charles fournier de saint-amant suggested a time limit, but no action was taken.",True,False,2.4990469456325997
241,"at the 1851 london tournament, staunton blamed his loss in his match against elijah williams  on williams' slow play; one game was adjourned for the day after only 29 moves.",True,False,2.1753385481455467
242,the next year a match between daniel harrwitz and johann löwenthal used a limit of 20 minutes per move.,True,False,2.6878762901933104
243,the first use of a modern-style time limit was in an 1861 match between adolph anderssen and ignác kolisch (sunnucks 1970:459).,True,False,2.334583126847863
244,"=== codification ===

the first known publication of chess rules was in a book by luis ramírez de lucena about 1497, shortly after the movement of the queen, bishop, and pawn were changed to their modern form (just 2014).",True,False,3.5471306263021503
245,ruy lópez de segura gave rules of chess in his 1561 book libro de la invencion liberal y arte del juego del axedrez (sunnucks 1970:294).,True,False,1.4929731112435232
246,"in the 16th and 17th centuries, there were local differences concerning rules such as castling, pawn promotion, stalemate, and en passant.",True,False,7.33303884169617
247,some of these differences persisted until the 19th century (harkness 1967:3); for example differences in castling rules persisted in italy until the late 19th century.,True,False,4.38615974285238
248,"as chess clubs arose and tournaments became common, there was a need to formalize the rules.",True,False,6.804524263870996
249,"in 1749 philidor (1726–1795) wrote a set of rules that were widely used, as well as rules by later writers such as the 1828 rules by jacob sarratt (1772–1819) and rules by george walker (1803–1879).",True,False,3.342862569840533
250,"in the 19th century, many major clubs published their own rules, including the hague in 1803, london in 1807, paris in 1836, and st. petersburg in 1854. in 1851 howard staunton (1810–1874) called for a ""constituent assembly for remodeling the laws of chess"" and proposals by tassilo von heydebrand und der lasa (1818–1889) were published in 1854. staunton had published rules in chess player's handbook in 1847, and his new proposals were published in 1860 in chess praxis; they were generally accepted in english-speaking countries.",True,False,1.1238197387882294
251,"german-speaking countries usually used the writings of chess authority johann berger (1845–1933) or handbuch des schachspiels by paul rudolf von bilguer (1815–1840), first published in 1843.
in 1924, fédération internationale des échecs (fide) was formed and in 1929 it took up the task of standardizing the rules.",True,False,1.149200931341961
252,"at first fide tried to establish a universal set of rules, but translations to various languages differed slightly.",True,False,4.892554052578665
253,"although fide rules were used for international competition under their control, some countries continued to use their own rules internally (hooper & whyld 1992:220–21).",True,False,7.312647001904164
254,in 1952 fide created the permanent commission for the rules of chess (also known as the rules commission) and published a new edition of the rules.,True,False,8.674878741029437
255,"the third official edition of the laws was published in 1966. the first three editions of the rules were published in french, with that as the official version.",True,False,6.890371200592308
256,in 1974 fide published the english version of the rules (which was based on an authorized 1955 translation).,True,False,5.136603097334453
